288,,,,
300,,,,
288,,,,
227,,,,
227,,,,
466,,,,
288,,,,
72,,,,
289,,,,
288,,,,
288,,,,
292,,,,
289,,,,
289,,,,
288,289,,,
288,,,,
89,,,,
289,,,,
288,,,,
288,,,,
288,,,,
289,,,,
289,,,,
289,,,,
89,,,,
289,,,,
292,,,,
289,,,,
289,,,,
289,,,,
288,,,,
288,,,,
288,,,,
288,,,,
289,,,,
67,,,,
289,,,,
288,300,,,
288,,,,
300,,,,
300,,,,
289,,,,
288,,,,
288,,,,
288,,,,
288,,,,
300,,,,
288,289,,,
288,289,,,
300,289,,,
289,,,,
289,,,,
289,,,,
289,,,,
288,,,,
288,300,,,
300,,,,
300,,,,
288,,,,
466,,,,
288,,,,
288,,,,
292,,,,
295,,,,
292,,,,
289,,,,
89,,,,
89,300,,,
289,,,,
289,,,,
89,300,,,
289,,,,
89,,,,
89,289,,,
89,,,,
289,,,,
300,289,,,
300,,,,
289,,,,
89,300,,,
300,,,,
289,,,,
89,289,,,
300,289,,,
289,,,,
89,,,,
300,,,,
289,,,,
89,,,,
288,300,,,
289,,,,
289,,,,
300,289,,,
288,,,,
300,,,,
289,,,,
289,,,,
89,289,,,
89,,,,
289,,,,
89,,,,
300,289,,,
300,289,,,
300,,,,
289,,,,
300,,,,
289,,,,
288,289,,,
300,289,,,
288,,,,
300,,,,
289,,,,
300,289,,,
300,,,,
289,,,,
289,,,,
917,,,,
288,,,,
289,,,,
289,,,,
289,,,,
288,289,,,
89,,,,
289,,,,
288,,,,
289,,,,
288,,,,
289,,,,
288,,,,
288,,,,
288,,,,
289,,,,
288,,,,
288,,,,
288,,,,
289,,,,
289,,,,
288,,,,
289,,,,
333,,,,
300,,,,
289,,,,
288,,,,
289,,,,
333,,,,
288,,,,
289,,,,
289,,,,
289,,,,
289,,,,
289,,,,
289,,,,
288,289,,,
333,,,,
292,,,,
289,,,,
288,,,,
289,,,,
288,,,,
288,,,,
292,,,,
289,,,,
289,,,,
292,,,,
289,,,,
292,,,,
289,,,,
89,,,,
498,,,,
288,289,,,
288,292,,,
289,,,,
292,,,,
288,,,,
289,,,,
292,,,,
288,,,,
292,,,,
288,,,,
288,,,,
292,,,,
292,,,,
292,289,,,
288,292,,,
288,289,,,
89,,,,
292,,,,
289,,,,
288,,,,
292,,,,
288,292,,,
288,,,,
288,289,,,
289,,,,
289,,,,
292,,,,
288,,,,
288,292,,,
288,292,289,,
89,292,289,,
89,,,,
89,292,,,
292,,,,
292,289,,,
288,292,,,
288,89,,,
288,,,,
288,289,,,
89,289,,,
89,,,,
295,,,,
292,,,,
289,,,,
288,,,,
288,,,,
289,,,,
292,,,,
288,,,,
288,292,,,
292,289,,,
288,289,,,
292,,,,
288,292,,,
288,,,,
295,,,,
292,,,,
289,,,,
288,,,,
300,,,,
89,,,,
300,,,,
300,,,,
289,,,,
288,,,,
55,,,,
289,,,,
288,,,,
289,,,,
288,,,,
289,,,,
344,,,,
289,,,,
289,,,,
289,,,,
289,,,,
289,,,,
288,89,,,
89,,,,
288,,,,
288,,,,
89,,,,
300,,,,
288,,,,
89,,,,
288,,,,
288,89,,,
288,,,,
288,,,,
289,,,,
89,,,,
300,,,,
289,,,,
288,,,,
288,,,,
289,,,,
289,,,,
289,,,,
289,,,,
289,,,,
292,,,,
288,,,,
89,,,,
289,,,,
498,,,,
498,,,,
292,,,,
288,292,289,,
292,289,,,
292,,,,
292,289,,,
288,292,,,
288,,,,
288,289,,,
289,,,,
300,,,,
292,,,,
289,,,,
288,,,,
292,,,,
288,289,,,
300,,,,
288,292,,,
292,289,,,
292,,,,
289,,,,
288,,,,
289,,,,
289,,,,
288,,,,
292,,,,
292,,,,
292,,,,
292,,,,
288,,,,
292,289,,,
300,,,,
292,,,,
289,,,,
288,,,,
292,,,,
292,,,,
288,292,289,,
292,,,,
292,289,,,
292,289,,,
292,289,,,
288,292,289,,
288,292,,,
288,292,,,
288,292,,,
288,292,,,
288,292,,,
288,,,,
288,289,,,
288,289,,,
288,289,,,
292,,,,
292,,,,
292,,,,
292,,,,
292,,,,
292,,,,
292,289,,,
288,292,,,
289,,,,
289,,,,
289,,,,
289,,,,
289,,,,
289,,,,
288,289,,,
288,,,,
288,,,,
288,,,,
288,,,,
288,,,,
288,,,,
89,,,,
291,,,,
300,,,,
89,,,,
300,,,,
295,,,,
292,,,,
289,,,,
288,,,,
300,292,289,,
292,300,,,
292,,,,
288,292,,,
288,300,,,
288,,,,
300,289,,,
300,,,,
292,,,,
289,,,,
288,,,,
292,289,,,
288,289,,,
288,289,,,
288,292,,,
292,,,,
289,,,,
288,,,,
292,,,,
289,,,,
288,,,,
292,,,,
292,,,,
288,,,,
289,,,,
288,,,,
292,,,,
288,,,,
288,,,,
292,,,,
288,,,,
67,288,,,
288,,,,
288,292,,,
67,292,,,
292,,,,
67,,,,
289,,,,
292,,,,
288,,,,
288,292,,,
288,,,,
288,292,289,,
289,,,,
288,,,,
288,,,,
288,292,,,
288,289,,,
292,,,,
292,,,,
292,289,,,
289,,,,
89,,,,
89,,,,
295,,,,
292,,,,
289,,,,
288,,,,
67,,,,
288,292,,,
288,289,,,
67,,,,
89,,,,
